last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest
1125000.0,38.2,1,2.7,24.0,18.0,2,False,False,False,14.0,2,-1.0,-1.0
1047500.0,63.5,2,2.8,3.0,32.0,3,False,False,False,10.4,0,-1.0,-1.0
1752000.0,64.0,2,2.75,25.0,32.0,11,False,False,False,12.0,0,37091.0,11184.0
2225000.0,97.0,4,2.7,12.0,63.0,3,False,False,False,15.0,2,35716.0,12630.0
1562175.0,78.6,3,2.77149889685604,19.0,44.20630248697838,18,False,False,False,12.9,0,43157.0,22488.0
1250000.0,75.0,3,2.79,18.0,48.6,7,False,False,False,10.7,2,-1.0,-1.0
918750.0,37.3,1,2.5,16.0,17.9,14,False,False,False,6.5,2,15343.0,14139.0
3125000.0,130.0,5,3.0,7.0,82.0,5,False,False,False,8.7,4,40277.0,8970.0
987500.0,45.0,2,2.5,5.0,30.4,4,False,False,False,5.6,1,13569.0,14647.0
8125000.0,127.1,3,3.4,6.0,56.2,2,False,False,False,51.8,0,21860.0,318.0
1575000.0,69.0,2,2.77149889685604,20.0,55.0,14,False,False,False,13.73,0,-1.0,-1.0
1162500.0,42.5,1,2.77149889685604,9.0,18.0,7,False,False,False,12.0,2,32888.0,12944.0
1500000.0,57.2,3,2.6,10.0,39.0,4,False,False,False,6.2,0,35102.0,12017.0
925000.0,29.5,1,2.5,9.0,18.2,6,False,False,False,4.1,0,13872.0,11289.0
862500.0,38.9,1,2.75,22.0,17.0,7,False,False,False,10.0,0,-1.0,-1.0
612500.0,45.0,2,2.55,2.0,30.08,1,False,False,False,5.0,0,-1.0,-1.0
412500.0,58.0,2,2.77149889685604,5.0,32.0,5,False,False,False,9.0,1,-1.0,-1.0
3875000.0,138.0,3,3.36,6.0,82.8,3,False,False,False,18.57002865612292,0,26396.0,5243.0
2587500.0,151.0,5,3.2,5.0,90.0,5,False,False,False,10.4,0,24886.0,5570.0
3175000.0,68.0,2,3.1,10.0,33.0,4,False,False,False,16.0,2,31744.0,4836.0
787500.0,31.0,1,2.5,9.0,16.5,3,False,False,False,7.3,0,14356.0,8285.0
1050000.0,45.0,2,2.55,5.0,30.3,5,False,False,False,7.0,1,15191.0,13732.0
6500000.0,217.0,7,3.3,5.0,160.0,3,False,False,False,17.0,0,26764.0,5612.0
825000.0,27.0,1,2.8,17.0,20.0,16,False,True,False,6.0415598979932215,0,12507.0,12419.0
1112500.0,42.0,2,2.5,9.0,28.0,2,False,False,False,8.0,0,11669.0,11597.0
1693190.5,56.4,1,2.7,11.0,20.4,8,False,False,False,15.3,0,23609.0,5299.0
1900000.0,88.3,3,2.55,10.0,50.0,10,False,False,False,11.0,2,33642.0,13943.0
1137500.0,50.0,2,2.77149889685604,9.0,30.0,7,False,False,False,7.0,0,14358.0,15134.0
1745000.0,80.0,3,3.1,5.0,56.0,3,False,False,False,9.1,1,32066.0,4652.0
1375000.0,41.0,1,2.8,16.0,15.6,16,False,False,False,10.2,0,35996.0,12099.0
2925000.0,92.0,3,2.75,19.0,56.9,3,False,False,False,17.0,2,19174.0,7397.0
1275000.0,42.3,2,2.5,5.0,26.2,3,False,False,False,6.4,2,14055.0,26209.0
1550000.0,77.9,3,2.77149889685604,4.0,43.81260768111471,3,False,False,False,10.482646610956346,1,16332.0,31370.0
747500.0,63.0,3,2.77149889685604,9.0,44.0,3,False,False,False,6.0,0,-1.0,-1.0
800000.0,64.0,2,2.77149889685604,24.0,36.0,24,False,False,False,13.0,0,12431.0,18188.0
1725000.0,46.0,1,3.1,7.0,16.0,2,False,False,False,18.6,0,22376.0,4096.0
900000.0,61.7,3,2.5,9.0,39.8,1,False,False,False,9.1,2,25152.0,30938.0
2125000.0,78.2,3,3.3,6.0,49.0,4,False,False,False,24.5,0,15793.0,8572.0
1525000.0,54.0,2,2.55,17.0,30.0,3,False,False,False,9.0,2,25912.0,10085.0
825000.0,32.0,1,2.5,5.0,18.0,3,False,False,False,6.0,1,42149.0,10972.0
2325000.0,88.3,4,2.77149889685604,5.0,61.3,4,False,False,False,8.0,0,13732.0,9003.0
442500.0,45.0,2,2.77149889685604,5.0,32.0,5,False,False,False,5.5,0,-1.0,-1.0
937500.0,59.0,2,2.77149889685604,12.0,26.0,10,False,False,False,13.9,0,-1.0,-1.0
1210000.0,33.3,1,3.35,5.0,16.0,3,False,False,False,7.4,0,19893.0,3584.0
537500.0,42.0,2,3.1,2.0,30.0,1,False,False,False,6.0,0,-1.0,-1.0
2225000.0,60.0,2,3.1,5.0,45.0,3,False,False,False,8.0,0,22793.0,2282.0
925000.0,45.6,2,2.4,9.0,29.0,1,False,False,False,7.1,0,33230.0,13799.0
362500.0,44.5,2,2.77149889685604,5.0,28.0,1,False,False,False,6.0,0,-1.0,-1.0
8600000.0,215.0,5,2.75,4.0,82.4,4,False,False,False,40.1,0,37268.0,15419.0
3932102.25,108.3,4,3.1,16.0,57.75,4,False,False,False,18.8,0,37407.0,8434.0
872500.0,38.0,1,2.77149889685604,10.0,18.0,1,False,False,False,8.0,0,38442.0,14842.0
690000.0,56.0,2,2.5,5.0,30.5,3,False,False,False,8.7,2,-1.0,-1.0
